arxiv_id,reader_id,human_jargon_term,definition_text,model
2312.00812v4,rid1,"behavioral
planning","Behavioral planning in the context of autonomous driving refers to the process where the system decides the actions of a vehicle, such as when to turn, speed up, or slow down, based on current traffic conditions and road rules. This involves predicting and reacting to the behavior of other drivers and obstacles to ensure safe and efficient driving.",gpt4_abstract
2312.00812v4,rid1,"behavioral
planning","Behavioral planning in this context refers to the process used by an autonomous vehicle to decide its actions, like changing lanes or adjusting speed, based on its interpretation of the current driving scenario and predictions of future events.",gpt4_rag
2312.00812v4,rid1,deep neural networks,"Deep neural networks are a type of artificial intelligence that mimic the way the human brain works, allowing computers to recognize patterns and solve problems by learning from large amounts of data. They are made up of layers of interconnected nodes or ""neurons"" that process information to make decisions or predictions.",gpt4_abstract
2312.00812v4,rid1,deep neural networks,"Deep neural networks (DNNs) are advanced computer systems that mimic the way human brains learn and recognize patterns. They are made up of layers of interconnected nodes, or ""neurons,"" which work together to process data, make decisions, and solve complex problems, much like our brain cells do.",gpt4_rag
2312.00812v4,rid1,generalization,"Generalization in this context refers to the ability of a computer system, such as those used in autonomous driving, to correctly interpret and react to new, previously unseen situations based on the knowledge it has learned from past experiences. It means the system can apply what it has learned to new and different situations effectively.",gpt4_abstract
2312.00812v4,rid1,generalization,Empty Response,gpt4_rag
2312.00812v4,rid1,non-interpretability,"Non-interpretability refers to the difficulty of understanding or explaining how a system, like a deep neural network, makes decisions or arrives at its conclusions. This term highlights a challenge where it's hard to trace or articulate the reasoning behind the system's outputs.",gpt4_abstract
2312.00812v4,rid1,non-interpretability,"Non-interpretability refers to the difficulty in understanding or explaining how a system or process reaches its conclusions or results. For example, in some advanced computer systems, it might be hard to trace or explain the exact steps the system took to make a decision.",gpt4_rag
2312.00812v4,rid1,out-of-distribution,"Out-of-distribution refers to data that a model encounters which differs significantly from the data it was trained on. This unexpected data can make it difficult for the model to make accurate predictions or decisions because it hasn't learned patterns that account for these new, unfamiliar situations.",gpt4_abstract
2312.00812v4,rid1,out-of-distribution,"Out-of-distribution refers to data or situations that a model or system has not encountered during its training period. These are unexpected conditions that differ significantly from the examples it learned from, which can make the system unsure or incorrect in its predictions or responses.",gpt4_rag
2312.00812v4,rid1,uncertain data,Empty Response,gpt4_rag
2312.00812v4,rid1,uncertain data,"Uncertain data refers to information that may be incomplete, imprecise, or subject to change, which makes it difficult to rely on when making decisions or predictions. This type of data can arise from various sources, such as sensors that do not always provide accurate readings or situations where information is constantly updating.",gpt4_abstract
2312.14106v2,rid1,ML agents,"ML agents, or machine learning agents, are computer programs that use machine learning techniques to learn from data and make decisions or predictions. They can adapt their behavior based on new information they encounter and are often used to perform tasks that require recognizing patterns or making complex choices.",gpt4_rag
2312.14106v2,rid1,ML agents,"ML agents refer to computer systems or software that are designed to learn from data and make decisions or predictions based on that data, essentially learning to perform tasks or make assessments without being explicitly programmed for every situation. Their behavior can improve over time as they learn from new information and experiences.",gpt4_abstract
2312.14106v2,rid1,multi-armed bandit setting,"The multi-armed bandit setting is a simplified model used in decision-making where a person or machine faces several options (like levers on a slot machine) and must choose which one to pull to maximize their reward, learning over time which choices yield the best results based on previous experiences.",gpt4_rag
2312.14106v2,rid1,multi-armed bandit setting,"A multi-armed bandit setting is a scenario used in experiments where a machine or AI has multiple options (like slot machines, or ""one-armed bandits"" in a casino), and it must choose the best option based on the rewards it receives after each choice. The goal is for the machine to learn which option gives the best outcome through repeated trials.",gpt4_abstract
2401.09210v2,rid1,"semantic
coherence","Semantic coherence refers to the extent to which ideas in a text logically connect and make sense together, forming a clear and consistent message. It ensures that the text flows smoothly and its various parts contribute to an overall understanding or theme.",gpt4_abstract
2401.09210v2,rid1,"semantic
coherence","Semantic coherence refers to the logical and consistent flow of meanings across a group of words, sentences, or paragraphs, making it easier for someone to understand the overall message or story being conveyed.",gpt4_rag
2401.10838v2,rid1,Rambler,"Rambler is a digital tool designed to help users write by speaking, where spoken ideas are transformed into structured text with the help of language processing technology. It allows for easy editing and organizing of these text ""rambles"" by using features like summary zoom levels and keyword highlighting to refine and clarify the ideas expressed.",gpt4_rag
2401.10838v2,rid1,Rambler,"Rambler is a graphical user interface designed for editing dictated text, which helps users easily make broad changes such as extracting key points, summarizing, and reorganizing spoken text to improve its clarity and coherence.",gpt4_abstract
2401.10838v2,rid1,gist extraction and macro revision,"Gist extraction refers to the process of summarizing and pulling out the key ideas or essential messages from a larger text to make it easier to understand and interact with. Macro revision involves editing those main ideas or larger segments of text, rather than focusing on detailed, word-by-word changes, to enhance the overall structure and clarity of the text.",gpt4_rag
2401.10838v2,rid1,gist extraction and macro revision,"Gist extraction refers to the process of identifying and extracting the main points or keywords from spoken text to make reviewing and editing easier. Macro revision involves making larger changes to the text, such as restructuring or combining sentences, to improve clarity and coherence without the need to pinpoint specific locations for edits.",gpt4_abstract
2401.10838v2,rid1,gist-level manipulation,"Gist-level manipulation refers to the process of editing and refining a text by focusing on its main ideas or core messages, rather than adjusting each word or phrase individually. This enables users to modify the overall content and structure of their text efficiently, ensuring it conveys the intended meaning more clearly.",gpt4_abstract
2401.10838v2,rid1,gist-level manipulation,"Gist-level manipulation refers to the process of reorganizing, merging, or altering text based on its main idea rather than focusing solely on the specific words used. This allows users to work with the fundamental concepts of the text to better align with their overall message or intent.",gpt4_rag
2402.01786v2,rid1,COA-GPT,"COA-GPT is a highly advanced computer program designed to quickly and effectively create military strategies, or ""Courses of Action,"" by integrating existing military rules and expert knowledge into its calculations. It uses cutting-edge artificial intelligence to produce these strategies, allowing military commanders to make decisions faster by providing instant strategic suggestions and adjusting them based on the commanders' feedback.",gpt4_abstract
2402.01786v2,rid1,COA-GPT,COA-GPT is a type of software designed to help military personnel quickly create and adjust strategies for military operations by providing suggestions that are already aligned with military goals and adapting based on feedback from commanders.,gpt4_rag
2402.01786v2,rid1,Courses of Action,"Courses of Action (COAs) are planned sequences of activities or strategies that military commanders can implement to achieve specific objectives during operations. They outline different approaches that can be taken to handle a situation, considering the available resources and constraints.",gpt4_abstract
2402.01786v2,rid1,Courses of Action,"Courses of Action (COAs) are planned strategies or procedures developed to achieve specific goals in various situations, such as military operations. They outline steps that need to be taken to respond to different scenarios effectively.",gpt4_rag
2402.01786v2,rid1,commander feedback,"Commander feedback refers to the guidance or adjustments provided by a military leader or commander, specifically aiming to refine and improve strategies or actions during a simulation or operation. This feedback helps ensure that tactics align with changing conditions and objectives.",gpt4_rag
2402.01786v2,rid1,commander feedback,"Commander feedback refers to the responses and directives provided by a military leader after reviewing strategic plans or actions, such as proposed military operations. This feedback is used to refine and improve these plans to better align with the mission's objectives and the commander's intent.",gpt4_abstract
2402.07398v2,rid1,FlanT5,"FlanT5 is a type of artificial intelligence model designed to understand and generate human-like text by employing a structure known as an encoder-decoder transformer. This model is especially tuned to follow instructions, making it useful in tasks that require understanding and generating text based on given commands.",gpt4_rag
2402.07398v2,rid1,FlanT5,"FlanT5 is a model developed for processing and understanding language, which helps computers better understand and generate human-like text based on the information they are given. This model is particularly used in scenarios where the computer needs to handle new tasks it hasn't explicitly been trained for, by using general instructions provided in natural language.",gpt4_abstract
2402.07398v2,rid1,In-Context Learning,In-context learning is a method where a model uses examples within the same context or environment to understand and execute tasks without needing explicit additional programming or instructions. It's similar to learning on the job by watching and imitating what happens around you.,gpt4_rag
2402.07398v2,rid1,In-Context Learning,"In-Context Learning is a method used by some advanced computer models where the system learns to make decisions or perform tasks based on examples and information provided directly within the context of its current task, rather than from a pre-trained set of data. This approach helps the model adapt to new or varying situations without needing separate training for each new task.",gpt4_abstract
2402.07398v2,rid1,Multi-Modal Language Models,"Multi-Modal Language Models (MMLMs) are advanced computer programs that can process and understand different types of data, such as text and images, simultaneously. This allows them to perform complex tasks that involve both reading and seeing, thereby mimicking a more natural human-like understanding of multimedia content.",gpt4_rag
2402.07398v2,rid1,Multi-Modal Language Models,"Multi-Modal Language Models are advanced computer systems that process and understand information from different forms, such as text and images, to perform tasks that involve both seeing and reading. These models integrate and interpret visual and verbal information to enhance their understanding and responsiveness to various inputs.",gpt4_abstract
2402.07398v2,rid1,TextVQA and HatefulMemes datasets,"The TextVQA dataset is used to evaluate how well artificial intelligence models can understand and answer questions about text in images. The HatefulMemes dataset is used to test the ability of these models to detect and understand hateful content within memes, combining images and text.",gpt4_abstract
2402.07398v2,rid1,TextVQA and HatefulMemes datasets,"The TextVQA dataset is designed for evaluating how well a model can answer questions about text present in an image, requiring the model to understand both the visual image and the textual information within it. The HatefulMemes dataset, on the other hand, is used to assess a model's ability to detect if a meme, which combines images and text, contains hateful content that targets specific groups or individuals.",gpt4_rag
2402.07398v2,rid1,Vicuna,"Vicuna refers to a specific configuration of a language model developed through a process known as instruction tuning, specifically focused on enhancing its ability to understand and generate text based on instructions given to it. This model configuration is part of a family of models adapted for different sizes and capabilities to handle various computational and language processing tasks.",gpt4_rag
2402.07398v2,rid1,Vicuna,Vicuna in the given context refers to one of the Multi-Modal Language Models (MMLMs) that the paper utilized to conduct experiments and measure improvements in zero-shot learning tasks involving both visual and textual data.,gpt4_abstract
2402.07398v2,rid1,"linguistic
expression","Linguistic expression refers to the way language is used to convey ideas, information, or feelings. It encompasses vocabulary, grammar, and the structure of sentences used in communication.",gpt4_abstract
2402.07398v2,rid1,"linguistic
expression","Linguistic expression refers to the use of words and language to convey thoughts, ideas, or emotions. This can be done through speaking, writing, or any other method that uses language to communicate.",gpt4_rag
2402.07398v2,rid1,multi-modal,"Multi-modal refers to the combination and processing of different types of information, such as text, images, and sounds, to improve the ability of systems to understand and interact with the world more like humans do.",gpt4_rag
2402.07398v2,rid1,multi-modal,"""Multi-modal"" refers to the combination and integration of different types of data or information, such as text, images, and sound, to enhance the processing and interpretation capabilities of a system or model. In the context of technology and artificial intelligence, it means using these various modes together to improve the performance and accuracy of tasks that involve complex data.",gpt4_abstract
2402.07398v2,rid1,visual perception,"Visual perception refers to the ability of the brain to interpret and make sense of what the eyes see, essentially how we understand and perceive visual information from our environment.",gpt4_abstract
2402.07398v2,rid1,visual perception,"Visual perception is the ability to see and interpret our surroundings using light that enters our eyes. This process allows us to recognize shapes, colors, movements, and the distance of objects, helping us navigate and understand the world visually.",gpt4_rag
2402.07398v2,rid1,zero-shot abilities,"Zero-shot abilities refer to a model's capability to correctly perform tasks it has not specifically been trained to do, using only its general understanding and any relevant instructions provided at the time of the task. This means the model can handle new challenges without needing prior exposure to similar situations.",gpt4_abstract
2402.07398v2,rid1,zero-shot abilities,"Zero-shot abilities refer to the capability of a model to correctly perform tasks it has not explicitly been trained to do, based solely on its previous training on different but related tasks. This means the model can apply what it has learned previously to new and unseen challenges without additional training specific to those challenges.",gpt4_rag
2402.07398v2,rid1,zero-shot learning,"Zero-shot learning is a type of artificial intelligence that allows a model to correctly handle tasks it has never specifically seen or been trained on during its development. This capability enables the model to apply what it has learned from previous data to new, unseen scenarios without additional instruction.",gpt4_abstract
2402.07398v2,rid1,zero-shot learning,"Zero-shot learning is a type of artificial intelligence that allows a model to recognize and handle new tasks or recognize objects that it has never seen during its training phase. Basically, it means the model can make correct decisions or understand new data without needing specific examples first.",gpt4_rag
2402.09494v2,rid1,mental-behavioral methodology,"The mental-behavioral methodology is a three-step approach used to determine if artificial intelligence (AI) can truly communicate like humans. It involves defining the necessary mental abilities for human communication, designing experiments to test these abilities, and then applying these tests to AI to see if it behaves in a human-like way.",gpt4_abstract
2402.09494v2,rid1,mental-behavioral methodology,"The mental-behavioral methodology is a way to determine if artificial intelligence can genuinely communicate like humans, by testing whether the AI can display specific mental capabilities through its behavior, without needing to understand the complex algorithms that drive it.",gpt4_rag
2402.09565v2,rid1,MAG240M dataset,"The MAG240M dataset is a very large collection of interconnected academic papers, authors, and institutions, containing approximately 240 million individual items or ""nodes."" This dataset is used for analyzing and processing information within these academic networks, helping researchers understand patterns and relationships in scientific publications.",gpt4_rag
2402.09565v2,rid1,MAG240M dataset,"The MAG240M dataset is a large collection of data consisting of 0.24 billion nodes, used for studying relationships and structures within a network, specifically in the context of web graphs for research and analysis. Such datasets help scientists and researchers explore the interactions and connections between different entities on the web.",gpt4_abstract
2402.09565v2,rid1,background nodes,"Background nodes are the elements of a graph that are not the main focus of analysis but support the main elements, known as target nodes, by providing additional structure and information. These nodes help in understanding the relationships and characteristics of the target nodes more comprehensively.",gpt4_rag
2402.09565v2,rid1,background nodes,"In the context of web graph mining, ""background nodes"" refer to those elements within a web graph that are not the primary focus of analysis but are still essential for providing context and connectivity to the more significant, or target, nodes which are being studied.",gpt4_abstract
2403.00431v1,rid1,Pearson's Chi-square Test of Independence,"The Pearson's Chi-square Test of Independence is a statistical method used to determine whether there is a significant association between two categorical variables. It helps to understand if changes in one variable are related to changes in another, such as determining if a person's job role relates to their preferred type of coffee.",gpt4_rag
2403.00431v1,rid1,Pearson's Chi-square Test of Independence,"The Pearson's Chi-square Test of Independence is a statistical tool used to determine whether there is a significant association between two categorical variables. It helps to see if changes in one variable are related to changes in another, or if they are independent of each other.",gpt4_abstract
2403.00431v1,rid1,robotic process automation (RPA),"Robotic Process Automation (RPA) is a technology that uses software robots or ""bots"" to automate repetitive and routine tasks that are typically performed by humans. This can include tasks like data entry, processing transactions, or managing emails, allowing employees to focus on more complex and creative work.",gpt4_rag
2403.00431v1,rid1,robotic process automation (RPA),"Robotic process automation (RPA) is a technology that uses software robots to automate repetitive and routine tasks that are typically done by humans. This allows businesses to streamline operations, reduce errors, and save time.",gpt4_abstract
2403.00632v1,rid1,Metamorpheus,Metamorpheus is a web-based tool designed to help users express and reflect on their emotions creatively through the creation of visual and textual stories based on their dreams. It uses artificial intelligence to assist in generating metaphoric images and texts that illustrate users' emotional experiences.,gpt4_rag
2403.00632v1,rid1,Metamorpheus,"Metamorpheus is an interactive tool that helps users explore and reflect on their emotional experiences through dreams by creating visual and textual metaphors. It uses AI to suggest and generate these metaphors, allowing users to adjust the visuals and text to deepen their understanding and reflection of their feelings.",gpt4_abstract
2403.01055v1,rid1,Textfocals,"Textfocals is a software tool designed as an add-on for Microsoft Word that helps users improve their writing by offering suggestions and advice through a sidebar in the document. It uses large language models to generate these suggestions, focusing on helping the writer reflect and discover new ideas without directly changing the text they’ve written.",gpt4_rag
2403.01055v1,rid1,Textfocals,"Textfocals is a user interface prototype designed to help writers by providing AI-generated summaries, questions, and advice in a sidebar within a text editor. This tool aims to support writers by encouraging them to reflect and revise their work independently, while keeping them in control of the writing process and maintaining their original authorship.",gpt4_abstract
2403.01697v1,rid1,Tangshan beating incident,"The Tangshan beating incident refers to a violent event where several men attacked women at a barbecue restaurant in the city of Tangshan, China. This incident sparked a significant public uproar and discussions about gender violence, leading to the arrest of the perpetrators.",gpt4_rag
2403.01697v1,rid1,Tangshan beating incident,"The Tangshan beating incident refers to a high-profile event in China where a violent assault on women was captured on video and widely shared on social media, sparking national and international discussions about gender violence and the safety of women. This incident became central to debates around the effectiveness of feminist activism and the societal responses to gender-related violence in the digital age.",gpt4_abstract
2403.01697v1,rid1,Weibo,"Weibo is a popular social media platform in China that allows users to post content, follow other users, and engage in communications much like Twitter.",gpt4_abstract
2403.01697v1,rid1,Weibo,"Weibo is a popular social media platform in China similar to Twitter, where users can post messages, follow trends, and interact with others through comments and likes.",gpt4_rag
2403.01697v1,rid1,grassroots feminist activism,"Grassroots feminist activism refers to efforts initiated and carried out by ordinary individuals or local communities aimed at promoting gender equality and addressing issues of sexism and discrimination from the ground up, rather than being driven by top-level organizations or governments. This type of activism often utilizes local resources and is highly reliant on community involvement to effect change.",gpt4_abstract
2403.01697v1,rid1,grassroots feminist activism,"Grassroots feminist able.tools<characters as="""" community.="""" is="""" it="""" local="""" largely="""" led="""" level="""" m="""" empowers="""" movement="""" that="""" the="""" women="""" within="""" their="""">
",gpt4_rag
2403.01783v1,rid1,CHI community,"The CHT community refers to a group of researchers and professionals involved in the field of human-computer interaction (HCI), who focus on studying and improving the ways people interact with technology. This community seeks to understand the impact of technology on human behavior and to design more user-friendly interfaces.",gpt4_abstract
2403.01783v1,rid1,CHI community,"The CHI community refers to a group of researchers, designers, and professionals involved in studying and designing the interaction between people and computers, known as Human-Computer Interaction (HCI). This community typically contributes to and participates in conferences and publications that explore how to make computer technology more usable and beneficial for people.",gpt4_rag
2403.01783v1,rid1,Stable Diffusion,"Stable Diffusion is a type of generative AI technology that assists artists in creating images by using their input, or ""prompts,"" to generate new visual content that reflects the artist's own style. This tool uses a customized AI model, which has been trained specifically with a dataset of the artist’s previous artwork to ensure the new creations are aligned with their unique artistic voice.",gpt4_abstract
2403.01783v1,rid1,Stable Diffusion,Stable Diffusion is a type of artificial intelligence model that generates digital images based on text descriptions it receives. This technology uses a complex method to gradually transform simple patterns into detailed visuals that match the given descriptions.,gpt4_rag
2403.01783v1,rid1,diffractive analysis,"Diffractive analysis is a research approach that focuses on understanding the differences and the effects these differences have, rather than just comparing similarities. This method allows researchers to explore how various influences interact and shape outcomes in complex ways.",gpt4_rag
2403.01783v1,rid1,diffractive analysis,"Diffractive analysis is a research method used to explore and understand how different ideas or elements interact and influence each other, often revealing new insights or perspectives. In the context of the study described, it was used to examine how artists integrate and interact with AI technology in their creative process.",gpt4_abstract
2403.01783v1,rid1,ideation,"Ideation is the process of generating a broad set of ideas and concepts without concern for practical limitations. It often serves as the initial, creative phase in problem-solving where the goal is to explore as many possibilities as possible.",gpt4_abstract
2403.01783v1,rid1,ideation,Ideation refers to the process of generating a broad array of ideas and alternatives for creative tasks without initially focusing on feasibility. It is essentially a brainstorming phase where imagination and free thinking are prioritized to foster innovation and creative solutions.,gpt4_rag
2403.02928v1,rid1,dynamism,"Dynamism refers to the quality of being constantly changing or active. In the context of preferences, it means that a person's likes, dislikes, and needs can vary frequently and unpredictably.",gpt4_rag
2403.02928v1,rid1,dynamism,"Dynamism refers to the quality of being constantly changing or active. In the context of user preferences, it means that what users want or expect can vary frequently over time.",gpt4_abstract
2403.02928v1,rid1,human-on-the-loop,"Human-on-the-loop is an approach where humans monitor and can intervene in the operations of automated systems, such as in autonomous vehicles, to provide feedback or correct the system based on their preferences and observations. This ensures that the system remains aligned with human expectations and can adapt to changes over time.",gpt4_rag
2403.02928v1,rid1,human-on-the-loop,"The term ""human-on-the-loop"" refers to a system design where humans are involved by monitoring and providing feedback on automated or autonomous systems, but are not directly controlling every action. This allows the human to intervene and make adjustments only when necessary, enhancing the system’s performance or correcting errors, without being overwhelmed by the need to manage continuous operation.",gpt4_abstract
2403.03822v1,rid1,H-Flow,"H-Flow is a visual method used to represent complex relationships and patterns, such as sequences or cycles, within a dataset by connecting points or nodes with curves that show the flow of information or progression between different elements.",gpt4_rag
2403.03822v1,rid1,H-Flow,"The H-Flow in the context of the scientific abstract refers to a visualization technique used to display higher-order movement patterns on a map. It helps in visually representing complex movement sequences and transitions, making it easier to understand and analyze patterns in urban environments.",gpt4_abstract
2403.03822v1,rid1,HoLens,"HoLens is a tool designed to analyze and visualize complex patterns of movement within urban environments, making it easier to understand how different factors like location and time affect these movements. It uses interactive maps and charts to display this information clearly.",gpt4_rag
2403.03822v1,rid1,HoLens,"HoLens is a new tool designed to analyze and display complex patterns of movement in city environments. It organizes movement data based on location closeness, relevant surrounding information, and time changes, and uses visual tools to show these patterns and their development over time.",gpt4_abstract
2403.03822v1,rid1,directed acyclic graph,"A directed acyclic graph (DAG) is a type of network or diagram that shows how different things are connected. In a DAG, each connection has a direction, and it's impossible to start at one point and follow the connections back to the same point again.",gpt4_rag
2403.03822v1,rid1,directed acyclic graph,"A directed acyclic graph (DAG) is a type of diagram or chart where points, called nodes, are connected with arrows, called edges, that point in a specific direction, and it is set up in a way that avoids any loops—meaning you cannot start at one node and return to it by following the directional arrows. This structure helps in representing processes or sequences where certain steps must precedently occur before others.",gpt4_abstract
2403.03822v1,rid1,first-order geospatial movement patterns,"First-order geospatial movement patterns describe the basic connections between two locations, showing the starting point and endpoint of movement, such as from home to work. These patterns represent the simplest form of tracking movement and do not include any intermediate steps or complexities.",gpt4_rag
2403.03822v1,rid1,first-order geospatial movement patterns,First-order geospatial movement patterns refer to the simple analysis of movements from one location to another without considering any intermediate steps or complex interactions between routes and locations involved. These patterns just track direct movement from a start point to an endpoint.,gpt4_abstract
2403.03822v1,rid1,origin-destination analysis,Origin-destination analysis is a method used to study the movement between a starting point (origin) and an ending point (destination) without examining the details of the path or patterns of movement between these points.,gpt4_abstract
2403.03822v1,rid1,origin-destination analysis,"Origin-destination analysis is a method used in geography and urban planning to understand where people start and end their journeys, often to help design transportation systems and improve traffic flow. This type of analysis looks at the common starting points (origins) and ending points (destinations) to assess the travel patterns within a certain area.",gpt4_rag
2403.03822v1,rid1,sequential multistep state transitions,"Sequential multistep state transitions refer to processes where something progresses through multiple distinct stages or conditions in a specific order. For example, it’s like following a series of steps in a recipe where each step must be completed before moving on to the next to achieve the final dish.",gpt4_abstract
2403.03822v1,rid1,sequential multistep state transitions,"Sequential multistep state transitions refer to a series of steps or changes that an object or entity goes through, where each step is influenced by the one before it. This concept is often used to understand complex patterns in movements or behaviors over time.",gpt4_rag
2403.03822v1,rid1,sparse movements,"Sparse movements refer to situations where there are relatively few instances of movement or activity occurring within a certain area or period, making it difficult to detect and analyze patterns due to the limited data available.",gpt4_abstract
2403.03822v1,rid1,sparse movements,"Sparse movements refer to situations where the movements of entities, like vehicles or individuals, are infrequent or scattered across a wide area, making it challenging to identify clear patterns or trajectories.",gpt4_rag
2403.03822v1,rid1,temporal variability,"Temporal variability refers to how something changes over different times or periods. It captures the idea that certain activities or patterns may appear, disappear, or vary in intensity at different times of the day, month, or year.",gpt4_rag
2403.03822v1,rid1,temporal variability,"Temporal variability refers to changes in a pattern or phenomenon over time. In the context of urban movements, this could relate to how people's traveling behaviors change throughout different times of the day, days of the week, or seasons.",gpt4_abstract
2403.03822v1,rid1,temporal variants,"""Temporal variants"" refer to changes or differences that occur over time. In the context of analyzing movement patterns, this term highlights how factors related to time can affect how movements are observed and understood, such as variations in traffic flow at different times of day.",gpt4_abstract
2403.03822v1,rid1,temporal variants,"Temporal variants refer to changes or differences that occur over time in certain patterns or events. For instance, how traffic patterns might vary between morning and evening hours or how the styles of music have evolved from one decade to another. These variants highlight how certain behaviors or phenomena can change depending on the time of day, year, or over historical periods.",gpt4_rag
2403.04124v1,rid1,Differential Privacy,"Differential Privacy (DP) is a technique used to protect individual information when data is shared. It adds a certain amount of random noise to the data, making it difficult for anyone analyzing it to pinpoint specific individuals’ information, while still allowing useful insights to be gleaned from the data overall.",gpt4_rag
2403.04124v1,rid1,Differential Privacy,"Differential Privacy (DP) is a technique used to protect an individual's privacy when sharing information in data analysis. It ensures that the results of queries or analyses remain essentially the same whether an individual's data is included or not, thus preventing the disclosure of private information.",gpt4_abstract
2403.04124v1,rid1,QNLI,"QNLI stands for Question Natural Language Inference, a type of dataset used in text processing where the task is to determine whether a given answer logically follows from a question. It's commonly used to train and test AI models on their ability to understand and process human language.",gpt4_rag
2403.04124v1,rid1,QNLI,"QNLI stands for Question-answering Natural Language Inference, which is a type of dataset used to train and test artificial intelligence models on their ability to understand and process human language by determining whether a given answer logically follows from a question.",gpt4_abstract
2403.04124v1,rid1,black-box and white-box scenarios,"In black-box scenarios, the inner workings of a system are not known to the tester, who only sees the inputs and outputs and must evaluate the system based on this limited visibility. Conversely, in white-box scenarios, the tester has full visibility into the system's internal workings, including access to the code, structures, and algorithms, allowing a more thorough evaluation.",gpt4_abstract
2403.04124v1,rid1,black-box and white-box scenarios,"In black-box scenarios, people use a system or model without knowing what goes on inside it; they can only observe what goes in and what comes out. In contrast, white-box scenarios allow full access to the system's inner workings, enabling a detailed understanding of how inputs are processed to produce outputs.",gpt4_rag
2403.04124v1,rid1,coarse-to-grained,"The term ""coarse-to-grained"" typically refers to a process that starts with a broad, general view or basic level of detail and then moves towards a more specific, detailed, or refined understanding or analysis.",gpt4_rag
2403.04124v1,rid1,coarse-to-grained,"The term ""coarse-to-grained"" refers to a methodological approach that starts with broad, generalized strategies (coarse) and progresses towards more detailed, specific strategies (grained) to address a problem or improve a process. This approach is useful in tackling complex issues by handling them at different levels of detail.",gpt4_abstract
2403.04124v1,rid1,flatness,"In the context of machine learning models like the one described, ""flatness"" refers to the characteristic of the model's loss landscape where smaller or smoother variations in model parameters (like weights) occur, leading to more stable and reliable predictions even when slight changes are made to these parameters. This can help in achieving better generalization, meaning the model performs well not just on the data it was trained on, but also on new, unseen data.",gpt4_abstract
2403.04124v1,rid1,flatness,"Flatness, in the context of machine learning and specifically in the training of large language models, refers to a property of the model's loss landscape where the loss value doesn't change much with small modifications to the model's weights. This means that the model can tolerate minor changes in its parameters without drastically affecting its performance, leading to better generalization and stability.",gpt4_rag
2403.04124v1,rid1,generalization degradation,"Generalization degradation refers to the decline in a model's ability to perform well on new, unseen data compared to how it performs on its training data. This usually happens when optimizing for certain features, like privacy in the case of using differential privacy, which then affects the model's overall effectiveness on tasks it wasn't specifically trained on.",gpt4_abstract
2403.04124v1,rid1,generalization degradation,"Generalization degradation refers to when a model performs well on its training data but poorly on new, unseen data. Essentially, it means the model does not generalize its learning effectively to other data outside of its training examples.",gpt4_rag
2403.04124v1,rid1,min-max optimization,"Min-max optimization is a strategy used in decision-making and computing where the goal is to minimize the maximum possible loss. This approach helps ensure that the worst-case scenario is as good as possible, minimizing risks and adverse outcomes.",gpt4_rag
2403.04124v1,rid1,min-max optimization,"Min-max optimization is a strategy used in mathematics and computer science where the goal is to minimize the possible maximum losses or risks in a given scenario. Essentially, it involves adjusting variables to find the best result that has the least worst outcome, balancing between competing interests or objectives.",gpt4_abstract
2403.04124v1,rid1,perturbation-aware,"Perturbation-aware refers to the capacity of a system or process to recognize and adjust to small changes or disturbances, ensuring stability and accuracy despite potential disruptions. This means the system can handle unexpected deviations without losing performance.",gpt4_rag
2403.04124v1,rid1,perturbation-aware,"The term ""perturbation-aware"" refers to the characteristic of a system or model that has been designed to recognize and respond to changes or disturbances, known as perturbations, within its environment or internal structure. This awareness allows the system to adjust accordingly to maintain its effectiveness or accuracy.",gpt4_abstract
2403.04124v1,rid1,prefix-tuning,"Prefix-tuning is a technique where small adjustments are made to a section of a model's parameters at the beginning of the model (the ""prefix"") to refine its performance without altering the entire model. This approach balances enhancing the model's capabilities while maintaining efficiency.",gpt4_abstract
2403.04124v1,rid1,prefix-tuning,"Prefix-tuning is a method used to adjust the behavior of large computer programs that process and generate language, by adding small, specific adjustments to each step of the program's operation to help it perform better on specific tasks. This technique can customize the program without the need to overhaul its entire structure.",gpt4_rag
2403.04124v1,rid1,weight knowledge distillation,"Weight knowledge distillation is a technique where the information or knowledge from one set of model parameters (weights) is transferred to another, often making the receiving model perform better or more efficiently. This process can help improve privacy-preserving models by allowing them to learn from more complex models without compromising privacy.",gpt4_abstract
2403.04124v1,rid1,weight knowledge distillation,"Weight knowledge distillation is a technique used in training large AI models, where the knowledge from a fully trained model (often without privacy restrictions) is used to guide and improve the training of another privacy-focused model. This is done to help the privacy-focused model learn better without compromising data privacy.",gpt4_rag
2403.04732v2,rid1,Chain-of-thoughts,"Chain-of-thoughts (CoT) is a strategy used in artificial intelligence where the system processes information by detailing its reasoning steps one after another, similar to how a human might explain their thought process step-by-step when solving a problem. This approach helps the system to better handle complex tasks by breaking them down into understandable parts.",gpt4_abstract
2403.04732v2,rid1,Chain-of-thoughts,"Chain-of-thoughts is a method used in artificial intelligence where a system processes information step-by-step, similar to how a person might think through a problem. This helps the AI to better understand and solve complex tasks by breaking them down into smaller, more manageable parts.",gpt4_rag
2403.04732v2,rid1,IntelligenceTest,"An IntelligenceTest is a type of assessment that measures various mental abilities including problem-solving, understanding patterns, memory, and logical reasoning. It’s often used to determine cognitive strengths and weaknesses in individuals.",gpt4_rag
